"SourceId","OriginalFile","Slice","Kept","Reason","Category","Width","Height","X","Y","InkPixels","ColorPixels","DarkPixels","Occupancy","SourceRelativePath","TypeRelativePath"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_123.png","True","kept","buttons","47","63","444","599","2814","2083","2033","0.9504","sources/source_01/slice_123.png","by_type/buttons/source_01_123_47x63.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_124.png","True","kept","buttons","47","63","503","599","2840","1848","2181","0.9591","sources/source_01/slice_124.png","by_type/buttons/source_01_124_47x63.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_125.png","True","kept","buttons","47","63","561","599","2804","2058","1982","0.947","sources/source_01/slice_125.png","by_type/buttons/source_01_125_47x63.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_126.png","True","kept","buttons","48","63","618","599","2827","1933","2117","0.9349","sources/source_01/slice_126.png","by_type/buttons/source_01_126_48x63.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_127.png","True","kept","buttons","47","63","677","599","2839","1228","2365","0.9588","sources/source_01/slice_127.png","by_type/buttons/source_01_127_47x63.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_128.png","True","kept","buttons","48","63","760","599","2886","1844","2101","0.9544","sources/source_01/slice_128.png","by_type/buttons/source_01_128_48x63.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_129.png","True","kept","buttons","48","63","829","599","2863","2092","1955","0.9468","sources/source_01/slice_129.png","by_type/buttons/source_01_129_48x63.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_130.png","True","kept","buttons","286","53","1050","618","14612","7798","11276","0.964","sources/source_01/slice_130.png","by_type/buttons/source_01_130_286x53.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_131.png","True","kept","icons","21","13","239","676","157","157","10","0.5751","sources/source_01/slice_131.png","by_type/icons/source_01_131_21x13.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_132.png","True","kept","icons","9","13","261","676","79","79","6","0.6752","sources/source_01/slice_132.png","by_type/icons/source_01_132_9x13.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_133.png","True","kept","icons","10","13","275","676","84","84","3","0.6462","sources/source_01/slice_133.png","by_type/icons/source_01_133_10x13.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_136.png","True","kept","icons","10","14","290","679","91","90","4","0.65","sources/source_01/slice_136.png","by_type/icons/source_01_136_10x14.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_137.png","True","kept","icons","19","11","300","678","138","136","5","0.6603","sources/source_01/slice_137.png","by_type/icons/source_01_137_19x11.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_139.png","True","kept","icons","16","12","323","677","103","102","8","0.5365","sources/source_01/slice_139.png","by_type/icons/source_01_139_16x12.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_140.png","True","kept","icons","9","13","345","676","70","70","2","0.5983","sources/source_01/slice_140.png","by_type/icons/source_01_140_9x13.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_141.png","True","kept","icons","9","10","355","679","61","60","8","0.6778","sources/source_01/slice_141.png","by_type/icons/source_01_141_9x10.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_142.png","True","kept","icons","3","13","365","676","36","36","2","0.9231","sources/source_01/slice_142.png","by_type/icons/source_01_142_3x13.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_143.png","True","kept","icons","3","13","370","676","39","39","1","1","sources/source_01/slice_143.png","by_type/icons/source_01_143_3x13.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_144.png","True","kept","icons","9","13","374","676","75","75","7","0.641","sources/source_01/slice_144.png","by_type/icons/source_01_144_9x13.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_145.png","True","kept","icons","9","10","388","679","61","60","0","0.6778","sources/source_01/slice_145.png","by_type/icons/source_01_145_9x10.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_146.png","True","kept","icons","9","10","398","679","62","61","1","0.6889","sources/source_01/slice_146.png","by_type/icons/source_01_146_9x10.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_147.png","True","kept","icons","9","14","408","679","67","67","5","0.5317","sources/source_01/slice_147.png","by_type/icons/source_01_147_9x14.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_148.png","True","kept","icons","10","14","421","679","79","79","7","0.5643","sources/source_01/slice_148.png","by_type/icons/source_01_148_10x14.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_152.png","True","kept","icons","8","10","443","679","48","48","1","0.6","sources/source_01/slice_152.png","by_type/icons/source_01_152_8x10.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_153.png","True","kept","icons","9","10","451","679","62","61","0","0.6889","sources/source_01/slice_153.png","by_type/icons/source_01_153_9x10.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_154.png","True","kept","buttons","286","52","1050","679","14477","4587","12016","0.9734","sources/source_01/slice_154.png","by_type/buttons/source_01_154_286x52.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_186.png","True","kept","screens","661","306","698","753","201644","68661","175587","0.9969","sources/source_01/slice_186.png","by_type/screens/source_01_186_661x306.png"
"source_01","ChatGPT Image Jun 29, 2026, 07_57_20 PM (2).png","slice_187.png","True","kept","cards","643","202","36","770","128999","37064","112551","0.9932","sources/source_01/slice_187.png","by_type/cards/source_01_187_643x202.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_001.png","True","kept","cards","1137","202","156","25","217771","75425","165348","0.9482","sources/source_02/slice_001.png","by_type/cards/source_02_001_1137x202.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_002.png","True","kept","buttons","271","39","42","258","9395","6993","6201","0.8889","sources/source_02/slice_002.png","by_type/buttons/source_02_002_271x39.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_025.png","True","kept","icons","137","5","595","274","476","476","0","0.6949","sources/source_02/slice_025.png","by_type/icons/source_02_025_137x5.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_026.png","True","kept","icons","115","151","43","315","13396","12526","2846","0.7714","sources/source_02/slice_026.png","by_type/icons/source_02_026_115x151.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_027.png","True","kept","icons","86","147","189","318","8465","7956","2001","0.6696","sources/source_02/slice_027.png","by_type/icons/source_02_027_86x147.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_028.png","True","kept","icons","109","150","319","316","11950","10820","2880","0.7309","sources/source_02/slice_028.png","by_type/icons/source_02_028_109x150.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_029.png","True","kept","icons","112","149","465","318","12294","11239","3113","0.7367","sources/source_02/slice_029.png","by_type/icons/source_02_029_112x149.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_030.png","True","kept","icons","116","148","607","317","11825","10744","2522","0.6888","sources/source_02/slice_030.png","by_type/icons/source_02_030_116x148.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_031.png","True","kept","icons","108","149","751","317","12566","11340","3112","0.7809","sources/source_02/slice_031.png","by_type/icons/source_02_031_108x149.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_032.png","True","kept","icons","112","148","888","318","12034","11081","2715","0.726","sources/source_02/slice_032.png","by_type/icons/source_02_032_112x148.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_033.png","True","kept","icons","106","148","1030","317","10118","9394","2292","0.645","sources/source_02/slice_033.png","by_type/icons/source_02_033_106x148.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_034.png","True","kept","icons","110","151","1162","315","13046","11676","3074","0.7854","sources/source_02/slice_034.png","by_type/icons/source_02_034_110x151.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_035.png","True","kept","icons","109","149","1297","316","11819","10549","2875","0.7277","sources/source_02/slice_035.png","by_type/icons/source_02_035_109x149.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_036.png","True","kept","buttons","295","40","42","491","10343","7223","6885","0.8765","sources/source_02/slice_036.png","by_type/buttons/source_02_036_295x40.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_062.png","True","kept","icons","88","4","621","508","239","239","0","0.679","sources/source_02/slice_062.png","by_type/icons/source_02_062_88x4.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_063.png","True","kept","cards","125","169","30","545","19723","12956","10902","0.9336","sources/source_02/slice_063.png","by_type/cards/source_02_063_125x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_064.png","True","kept","cards","125","169","169","545","19729","10875","12671","0.9339","sources/source_02/slice_064.png","by_type/cards/source_02_064_125x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_065.png","True","kept","cards","127","169","307","545","19741","13819","11276","0.9198","sources/source_02/slice_065.png","by_type/cards/source_02_065_127x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_066.png","True","kept","cards","126","169","447","545","19722","13411","11206","0.9262","sources/source_02/slice_066.png","by_type/cards/source_02_066_126x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_067.png","True","kept","cards","127","169","587","545","20024","13203","11070","0.933","sources/source_02/slice_067.png","by_type/cards/source_02_067_127x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_068.png","True","kept","cards","126","169","728","545","19903","13807","11127","0.9347","sources/source_02/slice_068.png","by_type/cards/source_02_068_126x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_069.png","True","kept","cards","127","169","867","545","19953","12823","11215","0.9296","sources/source_02/slice_069.png","by_type/cards/source_02_069_127x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_070.png","True","kept","cards","127","169","1008","545","20034","12955","11919","0.9334","sources/source_02/slice_070.png","by_type/cards/source_02_070_127x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_071.png","True","kept","cards","126","169","1149","545","19873","14223","10450","0.9333","sources/source_02/slice_071.png","by_type/cards/source_02_071_126x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_072.png","True","kept","cards","126","169","1289","545","19827","12453","11242","0.9311","sources/source_02/slice_072.png","by_type/cards/source_02_072_126x169.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_073.png","True","kept","buttons","198","38","42","739","6673","4608","4300","0.8869","sources/source_02/slice_073.png","by_type/buttons/source_02_073_198x38.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_074.png","True","kept","buttons","275","38","632","739","9409","6537","6198","0.9004","sources/source_02/slice_074.png","by_type/buttons/source_02_074_275x38.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_125.png","True","kept","icons","52","4","523","757","172","172","0","0.8269","sources/source_02/slice_125.png","by_type/icons/source_02_125_52x4.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_126.png","True","kept","icons","67","4","1183","757","198","198","0","0.7388","sources/source_02/slice_126.png","by_type/icons/source_02_126_67x4.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_127.png","True","kept","icons","75","117","41","790","6260","5648","1551","0.7134","sources/source_02/slice_127.png","by_type/icons/source_02_127_75x117.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_128.png","True","kept","buttons","91","115","136","794","9884","6174","5828","0.9445","sources/source_02/slice_128.png","by_type/buttons/source_02_128_91x115.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_129.png","True","kept","buttons","81","115","313","794","8803","3862","6247","0.945","sources/source_02/slice_129.png","by_type/buttons/source_02_129_81x115.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_130.png","True","kept","buttons","82","115","483","794","9026","4053","6026","0.9572","sources/source_02/slice_130.png","by_type/buttons/source_02_130_82x115.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_131.png","True","kept","icons","153","142","613","793","20083","8593","14388","0.9244","sources/source_02/slice_131.png","by_type/icons/source_02_131_153x142.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_132.png","True","kept","components","161","142","769","793","20948","11889","13468","0.9163","sources/source_02/slice_132.png","by_type/components/source_02_132_161x142.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_133.png","True","kept","icons","155","142","933","793","20139","11390","13006","0.915","sources/source_02/slice_133.png","by_type/icons/source_02_133_155x142.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_134.png","True","kept","components","161","142","1089","793","20787","12832","12849","0.9092","sources/source_02/slice_134.png","by_type/components/source_02_134_161x142.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_135.png","True","kept","icons","155","142","1253","793","20310","8019","15350","0.9228","sources/source_02/slice_135.png","by_type/icons/source_02_135_155x142.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_136.png","True","kept","buttons","52","89","418","806","2148","2077","422","0.4641","sources/source_02/slice_136.png","by_type/buttons/source_02_136_52x89.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_137.png","True","kept","buttons","37","39","254","840","1112","1006","241","0.7706","sources/source_02/slice_137.png","by_type/buttons/source_02_137_37x39.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_138.png","True","kept","components","414","116","42","938","46557","9863","38743","0.9695","sources/source_02/slice_138.png","by_type/components/source_02_138_414x116.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_139.png","True","kept","buttons","195","52","1190","991","9436","3382","6966","0.9306","sources/source_02/slice_139.png","by_type/buttons/source_02_139_195x52.png"
"source_02","ChatGPT Image Jun 29, 2026, 07_57_20 PM (3).png","slice_140.png","True","kept","buttons","591","41","544","996","22719","14301","15108","0.9376","sources/source_02/slice_140.png","by_type/buttons/source_02_140_591x41.png"
"source_03","ChatGPT Image Jun 29, 2026, 07_57_20 PM (4).png","slice_001.png","True","kept","components","1082","137","168","9","142006","53505","107911","0.958","sources/source_03/slice_001.png","by_type/components/source_03_001_1082x137.png"
"source_03","ChatGPT Image Jun 29, 2026, 07_57_20 PM (4).png","slice_002.png","True","kept","screens","388","421","38","157","160739","38819","142021","0.984","sources/source_03/slice_002.png","by_type/screens/source_03_002_388x421.png"
"source_03","ChatGPT Image Jun 29, 2026, 07_57_20 PM (4).png","slice_003.png","True","kept","screens","366","421","440","157","150629","33720","132396","0.9776","sources/source_03/slice_003.png","by_type/screens/source_03_003_366x421.png"
"source_03","ChatGPT Image Jun 29, 2026, 07_57_20 PM (4).png","slice_004.png","True","kept","screens","578","418","824","157","236554","31941","216175","0.9791","sources/source_03/slice_004.png","by_type/screens/source_03_004_578x418.png"
"source_03","ChatGPT Image Jun 29, 2026, 07_57_20 PM (4).png","slice_007.png","True","kept","screens","607","240","35","586","142308","19152","126106","0.9769","sources/source_03/slice_007.png","by_type/screens/source_03_007_607x240.png"
"source_03","ChatGPT Image Jun 29, 2026, 07_57_20 PM (4).png","slice_008.png","True","kept","screens","755","476","670","587","355049","72778","322606","0.9879","sources/source_03/slice_008.png","by_type/screens/source_03_008_755x476.png"
"source_03","ChatGPT Image Jun 29, 2026, 07_57_20 PM (4).png","slice_010.png","True","kept","cards","607","219","35","838","130074","31972","112302","0.9785","sources/source_03/slice_010.png","by_type/cards/source_03_010_607x219.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_001.png","True","kept","components","905","140","31","17","118809","49898","87640","0.9377","sources/source_04/slice_001.png","by_type/components/source_04_001_905x140.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_002.png","True","kept","screens","472","247","957","126","105768","32512","86756","0.9072","sources/source_04/slice_002.png","by_type/screens/source_04_002_472x247.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_013.png","True","kept","cards","158","227","31","190","34585","14833","27181","0.9643","sources/source_04/slice_013.png","by_type/cards/source_04_013_158x227.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_014.png","True","kept","cards","159","228","211","190","34692","13713","26469","0.957","sources/source_04/slice_014.png","by_type/cards/source_04_014_159x228.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_015.png","True","kept","cards","161","228","392","190","34878","17889","26289","0.9501","sources/source_04/slice_015.png","by_type/cards/source_04_015_161x228.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_016.png","True","kept","cards","159","228","576","190","34812","17019","26651","0.9603","sources/source_04/slice_016.png","by_type/cards/source_04_016_159x228.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_017.png","True","kept","cards","158","228","758","190","34713","15342","26719","0.9636","sources/source_04/slice_017.png","by_type/cards/source_04_017_158x228.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_019.png","True","kept","buttons","90","95","1300","196","6278","0","3877","0.7343","sources/source_04/slice_019.png","by_type/buttons/source_04_019_90x95.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_079.png","True","kept","buttons","350","108","1070","454","37148","11408","31230","0.9828","sources/source_04/slice_079.png","by_type/buttons/source_04_079_350x108.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_080.png","True","kept","screens","310","362","730","456","111207","24688","101121","0.991","sources/source_04/slice_080.png","by_type/screens/source_04_080_310x362.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_081.png","True","kept","buttons","121","46","22","474","5226","1796","4178","0.9389","sources/source_04/slice_081.png","by_type/buttons/source_04_081_121x46.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_082.png","True","kept","buttons","126","46","156","474","5397","2031","4302","0.9312","sources/source_04/slice_082.png","by_type/buttons/source_04_082_126x46.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_083.png","True","kept","buttons","134","46","294","474","5740","2694","4466","0.9312","sources/source_04/slice_083.png","by_type/buttons/source_04_083_134x46.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_084.png","True","kept","buttons","108","46","441","474","4662","2802","3498","0.9384","sources/source_04/slice_084.png","by_type/buttons/source_04_084_108x46.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_085.png","True","kept","buttons","119","46","562","474","5165","2182","3973","0.9436","sources/source_04/slice_085.png","by_type/buttons/source_04_085_119x46.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_086.png","True","kept","buttons","190","49","22","540","8656","2532","7158","0.9298","sources/source_04/slice_086.png","by_type/buttons/source_04_086_190x49.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_087.png","True","kept","buttons","180","49","223","540","8235","3302","6871","0.9337","sources/source_04/slice_087.png","by_type/buttons/source_04_087_180x49.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_088.png","True","kept","buttons","186","48","415","541","8380","3626","6447","0.9386","sources/source_04/slice_088.png","by_type/buttons/source_04_088_186x48.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_107.png","True","kept","buttons","350","110","1070","603","37579","11411","32188","0.9761","sources/source_04/slice_107.png","by_type/buttons/source_04_107_350x110.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_108.png","True","kept","buttons","201","58","23","626","10925","9669","8181","0.9371","sources/source_04/slice_108.png","by_type/buttons/source_04_108_201x58.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_109.png","True","kept","buttons","210","58","236","626","11305","9791","8336","0.9282","sources/source_04/slice_109.png","by_type/buttons/source_04_109_210x58.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_110.png","True","kept","buttons","205","58","457","626","11077","8234","8389","0.9316","sources/source_04/slice_110.png","by_type/buttons/source_04_110_205x58.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_114.png","True","kept","buttons","201","58","23","698","10992","6672","8566","0.9429","sources/source_04/slice_114.png","by_type/buttons/source_04_114_201x58.png"
"source_04","ChatGPT Image Jun 29, 2026, 07_57_19 PM (1).png","slice_115.png","True","kept","buttons","210","58","236","698","11480","9408","8921","0.9425","sources/source_04/slice_115.png","by_type/buttons/source_04_115_210x58.png"
